hop_count,sample_size,direct_em,direct_f1,direct_ci_low,direct_ci_high,cot_single_em,cot_single_f1,cot_single_ci_low,cot_single_ci_high,cot_multi_em,cot_multi_f1,cot_multi_ci_low,cot_multi_ci_high,avg_direct_time,avg_cot_single_time,avg_cot_multi_time
2,3,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.2001110995394476,0.8667777662061142,0.3333333333333333,0.3333333333333333,-0.2001110995394476,0.8667777662061142,1.5307669639587402,3.223724444707235,3.642390012741089
3,2,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.747611403465271,4.071167469024658,10.93867540359497
2,39,0.0256410256410256,0.1783013994552456,-0.0239668876366121,0.0752489389186633,0.2307692307692307,0.4047822544235236,0.0985358678583248,0.3630025936801367,0.1538461538461538,0.334903584114488,0.0406082670961793,0.2670840405961284,0.7683693690177722,2.857748453433697,5.36467257524148
3,38,0.0526315789473684,0.1494674185463659,-0.0183665534294159,0.1236297113241527,0.1052631578947368,0.208786168912027,0.0076855582243811,0.2028407575650925,0.0789473684210526,0.1435492139439508,-0.0067910219579317,0.164685758800037,0.6435618337831999,3.930151374716508,7.197237416317589
4,23,0.1739130434782608,0.2722567287784679,0.0190060184411377,0.328820068515384,0.1739130434782608,0.2763975155279503,0.0190060184411377,0.328820068515384,0.217391304347826,0.3283588662967714,0.0488192528883814,0.3859633558072707,0.671322895132977,4.109330591948136,8.814611631891001
